Gene Group,M/L MOCK R1 0h,H/L MOCK R1 0h,M/L LPS R1 0h,H/L LPS R1 0h,M/L MOCK R2 0h,H/L MOCK R2 0h,M/L LPS R2 0h,H/L LPS R2 0h,M/L MOCK R1  0.5h,H/L MOCK R1  0.5h,M/L LPS R1  0.5h,H/L LPS R1  0.5h,M/L MOCK R2  0.5h,H/L MOCK R2  0.5h,M/L LPS R2  0.5h,H/L LPS R2  0.5h,M/L MOCK R1 01h,H/L MOCK R1 01h,M/L LPS R1 01h,H/L LPS R1 01h,M/L MOCK R2 01h,H/L MOCK R2 01h,M/L LPS R2 01h,H/L LPS R2 01h,M/L MOCK R1 02h,H/L MOCK R1 02h,M/L LPS R1 02h,H/L LPS R1 02h,M/L MOCK R2 02h,H/L MOCK R2 02h,M/L LPS R2 02h,H/L LPS R2 02h,M/L MOCK R1 03h,H/L MOCK R1 03h,M/L LPS R1 03h,H/L LPS R1 03h,M/L MOCK R2 03h,H/L MOCK R2 03h,M/L LPS R2 03h,H/L LPS R2 03h,M/L MOCK R1 04h,H/L MOCK R1 04h,M/L LPS R1 04h,H/L LPS R1 04h,M/L MOCK R2 04h,H/L MOCK R2 04h,M/L LPS R2 04h,H/L LPS R2 04h,M/L MOCK R1 05h,H/L MOCK R1 05h,M/L LPS R1 05h,H/L LPS R1 05h,M/L MOCK R2 05h,H/L MOCK R2 05h,M/L LPS R2 05h,H/L LPS R2 05h,M/L MOCK R1 06h,H/L MOCK R1 06h,M/L LPS R1 06h,H/L LPS R1 06h,M/L MOCK R2 06h,H/L MOCK R2 06h,M/L LPS R2 06h,H/L LPS R2 06h,M/L MOCK R1 09h,H/L MOCK R1 09h,M/L LPS R1 09h,H/L LPS R1 09h,M/L MOCK R2 09h,H/L MOCK R2 09h,M/L LPS R2 09h,H/L LPS R2 09h,M/L MOCK R1 12h,H/L MOCK R1 12h,M/L LPS R1 12h,H/L LPS R1 12h,M/L MOCK R2 12h,H/L MOCK R2 12h,M/L LPS R2 12h,H/L LPS R2 12h,M/L MOCK R1 24,H/L MOCK R1 24,M/L LPS R1 24,H/L LPS R1 24,M/L MOCK R2 24,H/L MOCK R2 24,M/L LPS R2 24,H/L LPS R2 24
Cpsf6,57.2711234619,13.1632863225,57.2711234619,13.1632863225,71.0618185388,10.9456014333,71.0618185388,10.9456014333,67.8943806717,8.9112348608,74.1059392548,10.3395050899,57.7246739893,13.3415685871,53.7783487975,7.4135944139,71.2166698977,14.5135396353,62.6193508539,10.5396679989,65.9193040302,8.6957117946,57.2733652582,11.0583058681,69.1471269367,9.3706601119,70.3750399698,12.3998104393,54.93495831,11.2680611229,55.4188856643,13.4382914452,63.5512144385,9.9692049566,66.1974552851,11.3404709257,68.9760900692,12.4419453072,65.2578500441,7.99366877,71.475960897,9.1224647646,68.5600280839,11.7392681868,77.998781738,8.7865210391,64.6473703641,8.7816947912,82.1131865399,12.8036434544,85.8108812351,16.3312308301,66.1280635762,8.8312023683,66.5760392133,10.1519959928,64.2566859489,9.5650762969,65.9458369271,12.4585295931,77.5168392022,12.4769558112,79.4630899233,10.3832984473,78.3000758842,13.3671393447,56.9442133723,26.6724111258,70.2846936511,9.7988703568,71.3938685614,15.4146689393,69.5402708015,18.2688169728,63.7546937325,14.6558664482,79.5382898348,10.9670916471,69.9010605091,10.1736743336,60.8363129766,17.6433644785,49.0041538863,16.3027613542,66.5236471775,20.7873285399,59.6052412086,18.0933162827
Arhgef2;mKIAA0651,35.2597799874,7.2218292302,35.2597799874,7.2218292302,32.0735295821,6.5285544685,32.0735295821,6.5285544685,35.1447870033,8.1013557605,32.8607951164,11.9581801553,33.7477542753,6.3609113676,30.1246089876,9.5021143125,35.913481012,13.0554979076,33.6419630461,13.0984886197,31.9597677113,8.9450863235,32.593389945,8.7302085769,35.0476173563,15.6341064086,34.3991993128,11.8823477031,32.280700401,12.1734796602,30.2295438248,7.8396184655,33.6238670806,11.9858937113,32.7372424314,10.122262027,30.3499476824,7.6343814414,32.2485577031,10.2128175743,31.7601657381,10.361222361,33.9612086895,9.2409926394,29.475532307,8.1416885924,30.0349815452,9.1031235508,29.9526631802,12.0584727252,31.0988684608,10.7918835842,29.1878828158,10.1498608452,29.6326747549,11.5498223146,31.6521697033,7.4533545442,31.8738274363,8.8069775241,25.7453767239,9.2211342709,27.5206131257,9.8186703799,28.1624239007,12.1685759372,30.9667928956,16.3769634221,26.2779140514,10.8790029716,29.4176036568,12.0767962071,26.5122053845,16.9891975091,29.429154492,18.4308262423,24.3059914018,10.2134594626,24.7758127569,14.160573302,16.786082623,17.6161185663,26.0662949326,26.8295723677,16.6781836053,14.3238062242,23.3677101648,24.684214247
Zc3hc1,12.4452772543,0.9490547174,12.4452772543,0.9490547174,11.7731137407,0.978980757,11.7731137407,0.978980757,11.5430582628,1.4390074731,13.6641960591,2.0033583448,12.2905780755,1.1254746287,14.0925427277,1.7986379541,14.2802005106,2.0122158597,14.2757383901,1.4476325035,13.2512368113,1.2325147333,13.6970464947,1.2363795546,11.6107504572,2.3419988552,13.9135385465,2.5949822664,13.3875992498,1.3882901952,12.2678604499,1.2921095158,13.0731907913,1.96404806,12.7632068303,2.4333849339,12.9829884919,1.3106393482,12.3005868563,1.5497696701,11.7195102356,2.3079542273,13.4048660996,2.7601755568,12.4559140725,3.2542702362,11.1644034733,2.0694492646,12.1082981988,1.4635544829,11.4828769002,1.5470069326,10.8522583285,2.7906089007,13.2940493396,3.0145813316,12.1399052725,2.7857998327,10.921014901,1.5388034602,11.6505421096,1.4634326364,12.011967199,2.0740802172,10.4495856049,2.2158187644,10.1054479411,2.2847684308,10.5939152476,2.628403742,11.4832505805,3.0590736377,9.9063807973,1.8658096142,10.4682088439,2.3470888136,9.9497841962,2.2236016748,10.1179999982,2.0698503854,9.3547077335,4.0286741754,8.5375058067,4.2880450012,9.0015307031,2.2025447371,8.4017016955,4.4057180345
Tcof1,35.9670466955,3.8437919813,35.9670466955,3.8437919813,39.8136434092,3.4748173915,39.8136434092,3.4748173915,36.7443623696,6.0908053182,39.9311021808,4.552862207,42.0167599152,3.9968006211,46.5113812723,5.735152303,38.1003070527,4.2880105703,38.7125375049,3.5864407526,42.1687705848,3.6296548459,45.5770693431,5.1219252303,33.5682340111,5.3636529766,35.2000223705,5.4283259109,35.8307814051,4.9738199716,36.2911165232,3.9564131793,38.9271174825,4.2825694005,38.9612091174,6.122921105,36.2613839777,4.3339381771,42.4771705424,4.1845598745,34.2498684787,5.2408249628,35.9040689379,5.0316776112,32.332959067,3.7407635815,42.9250717678,5.7266650192,29.1041772753,5.6361306376,34.6203133969,4.1396044101,31.9195215171,3.4996422007,39.6573372152,6.3949841323,37.2845178576,3.3049611978,35.4234103658,3.501281917,29.6606042079,4.3051735733,30.4631110814,3.6588769979,35.596426887,4.3099581954,34.2843205393,5.3325132258,29.9513902263,4.5747952377,36.5480270622,5.5839982429,32.561646183,4.988748365,33.283927153,7.0676367668,28.7320034381,4.8495865342,38.6530671159,6.6382959352,24.1131674597,7.8989795112,30.4352923422,9.7019010842,28.3131242402,7.7321263902,34.8418426259,9.7281420295
Ap3m1,35.0482117517,7.7543242737,35.0482117517,7.7543242737,44.9435405977,5.4116624659,44.9435405977,5.4116624659,35.7718727523,5.7190689651,33.5414449556,25.1497096262,43.1196239511,16.6121167297,40.7708904326,14.6435829345,33.2439079261,6.9005064781,32.8252764036,9.5660680369,42.2035215147,11.572694183,40.2692854452,11.3536041346,29.5204201091,8.32952847,34.7601491967,12.7831935033,43.7299072049,7.2947901189,40.809146099,17.7950450336,30.9186332074,30.9298304954,30.8284885286,5.0836197707,43.328937643,19.750344225,42.8839757713,13.2251811321,34.1736507273,20.0186415441,36.4773889894,13.422540353,42.886605403,19.5793250815,46.6341282157,23.9411051338,31.9236084514,23.1885125619,32.8429480612,3.1959379817,41.2250103987,3.4783345433,41.2160044669,4.433070404,32.7046396188,12.1519067029,36.9758077778,6.970792722,44.9573686148,3.4301645351,41.0875591873,3.7570586739,35.5884505118,22.2090466684,30.8671735163,3.2975114881,39.4816414029,19.8650802813,40.5966976079,5.1726187009,35.0120583732,NA,30.124665268,10.1745656672,41.6658916791,7.4004447038,38.9793496586,5.9490356566,25.8987746848,7.3571858096,30.1096396223,18.9155627308,32.611620781,13.5265227057,34.7721855939,9.5186650205
Cep170;mKIAA0470,3.621264591,1.1858956155,3.621264591,1.1858956155,2.2791980895,0.4441882403,2.2791980895,0.4441882403,3.1975622608,0.8597669956,3.1970630783,0.2730609601,2.0028152548,0.2704409504,2.0156160142,0.2579397366,3.4015748853,1.3855321328,3.3176142394,0.8862677214,2.1351290768,0.3827127946,2.1553714333,0.3570464388,2.8139093815,0.8148074081,3.3306602761,0.8188698912,1.6899111481,0.2947848947,1.9147281362,0.2384080212,3.0664801014,0.8517100968,3.408571927,0.6292938806,1.6509551883,0.1881442935,1.9906012889,0.1611139536,2.6850318957,0.5466000219,2.8132373602,0.4748717749,1.8674204379,0.3589720656,1.9789583874,0.4880879237,2.8337795099,0.7013701036,2.9426177216,0.980421643,1.4794209046,0.4009303989,2.005786565,0.3930135499,2.864434241,0.3455148653,3.1856794088,0.8707765331,1.6799895291,0.3742483256,1.6875043131,0.275170498,2.4164173205,0.6950893531,3.0789986772,0.8670281693,1.2269343525,0.3179933528,1.9287264406,0.4253805518,2.4097458851,0.6957505917,2.804201108,1.1279802354,1.3059427045,0.4393217203,1.9797063416,0.6470378803,1.8691276426,2.4496471103,2.373324088,1.5425483312,0.6726526828,0.8343461494,1.8073859383,1.2598388339
Crat,20.2621830972,2.3505598556,20.2621830972,2.3505598556,21.4138566659,2.3484225012,21.4138566659,2.3484225012,20.3121726357,3.2617323847,21.4210970492,4.6384757465,23.3894983688,7.4073280328,26.2769801602,9.3178426636,20.1279307348,5.9506039744,20.2836364578,7.6893697224,28.6087114777,9.1399845151,24.6295543877,7.2174809378,23.1280338897,6.5403430219,20.738187016,3.1096433235,21.7969333407,24.3597607763,23.4071295591,4.0049774921,23.6272291951,3.5224667811,20.7174398613,17.9956814232,28.7610645902,4.9810765791,23.4209888168,10.8020023069,22.1938153197,6.4353716657,19.8359689621,2.6527003992,20.4169061773,14.272109705,23.1151940166,13.0022421688,20.8141059986,2.3066583415,22.254080729,4.3207983588,19.2253442458,14.9495412299,16.8965587052,14.3757622338,23.6665730984,11.5361470527,21.254576593,8.2001362954,25.7502514571,6.1125812128,21.3013398807,7.0259723357,22.3974962733,3.245673151,21.0748396002,3.5603808626,25.6170370322,10.3383357355,16.8314950196,7.7073209976,24.3099677446,6.2290534911,20.080702236,4.2571960025,24.7289050238,5.4846637508,22.7948433791,2.8146846023,27.4188822544,7.7860668127,20.3165739675,4.4753917081,26.8905605388,9.8308935294,19.4385573975,3.344200726
Srsf1,492.1061849167,50.684256263,492.1061849167,50.684256263,495.7673671074,64.0129907992,495.7673671074,64.0129907992,537.4366992954,27.6056028098,602.604919142,25.3413178266,542.4947863057,79.5772629264,608.3375457096,49.7417797778,538.5841827179,49.0837266139,593.2220907468,46.7283098371,549.5805849484,51.9142879097,608.0802245695,73.020235032,568.6611051664,39.1378476093,563.9716668747,38.7977567389,570.4745119528,62.3074195767,565.3524940675,41.0802641304,546.0891179133,27.6436832141,566.1218425189,59.6033179311,593.6194888184,44.129214887,561.8667465805,24.8688778366,576.5904092378,30.2834957256,536.1043302696,51.4258166582,557.4168808452,29.3171438548,543.9800841796,33.3044048703,576.8459454731,68.2606580372,545.8242440645,69.9022722745,550.4697901901,27.3283704856,525.7434907608,35.4351837829,570.7839683378,43.703027971,546.1209512023,41.6212770132,565.3231458358,50.680154123,531.6434463232,50.2481016672,549.935841558,71.2915143561,501.9352759565,45.6065207497,542.6865989303,47.9635684847,491.6434712975,43.8793643713,548.1449099716,55.5740779959,471.2182424531,51.9927708443,544.1837760445,68.5301307139,443.1892519271,42.3489391756,541.6296482106,114.9381332131,403.3515430556,92.6464169569,560.2719588171,119.3421055599,399.515065287,78.7574973392
0610031J06Rik,9.2622854807,2.0573449468,9.2622854807,2.0573449468,15.3174587987,9.6730911404,15.3174587987,9.6730911404,9.7924112208,5.0507362421,12.3078680186,4.7371210413,18.8482838015,3.1697537462,19.8873749971,3.2578667395,10.3804828513,2.8641698834,11.3313134332,2.359924592,17.8805168191,3.1712762477,19.7366179007,3.1409019154,10.7759112209,4.2558730496,10.9682074388,2.9533642934,15.9568374664,6.5997896188,17.4417830927,3.1859690724,10.749757096,2.0050527363,10.7594021637,1.8927348979,19.4438158773,3.5390653718,16.9535038148,5.9781529067,9.7722450412,NA,10.2974337841,5.8713473216,17.8685677595,5.8134725282,24.6619673455,66.7326940576,NA,NA,NA,NA,20.6164099425,8.0148393287,17.9969192968,6.6443178492,NA,NA,10.0714127325,4.8634260273,NA,NA,16.7011799826,4.2881025435,10.7206477115,4.5289805611,NA,NA,19.1608271138,8.150495079,16.0966891005,29.8417523244,11.5445190973,3.9233402339,9.0008698994,44.5177937004,18.4805540628,5.1121887288,NA,NA,NA,NA,7.8865268556,4.9793448287,16.6930696123,12.188145817,14.5149567192,8.7013148538
Zeb2;mKIAA0569,10.5981646504,1.5287807758,10.5981646504,1.5287807758,9.2240339507,0.8204053077,9.2240339507,0.8204053077,10.5919378355,2.8230368834,11.3809482815,1.3376543449,11.055294048,0.933475126,12.608463181,0.7779083855,10.7788676674,1.7021101615,13.1325901948,2.4157656454,11.028704866,0.6934937455,13.2816318994,1.3423130758,13.6816460149,1.9574916757,12.698836534,3.5671773693,9.7034416393,1.8501351302,10.7298903629,2.1089987525,11.7871446209,3.4013796844,13.0001571354,5.6704429774,8.7525445933,3.0517027995,9.5980168638,5.2602483186,9.4972274989,3.3251539272,9.8464658319,7.6905071862,9.1669329024,3.1142930805,9.7635272272,7.4874862711,9.2092090866,4.1964940784,8.3850808748,9.7994263349,7.550828022,3.6511975559,8.6057236295,8.1842080233,7.4480196559,4.4104935914,7.4772048053,9.7365600607,7.3063096007,3.9560292659,7.3696336698,10.0791077028,5.5834821509,6.6560364615,6.6130793067,11.5313072527,4.916102345,5.5013315758,5.5930094501,10.33290127,5.1116338393,7.9835060159,6.0040798811,11.5729330544,4.0008171092,7.1382218682,4.1062233737,9.8840636782,3.3866633435,8.973781883,2.3300923273,9.1649535171,2.4123450163,9.6669368981,2.2366623774,7.2922710693
Birc6;AK165120,3.5708732691,0.4523328833,3.5708732691,0.4523328833,3.7405393086,0.7276619439,3.7405393086,0.7276619439,3.6758388659,1.1522160142,3.0604890862,0.8653351626,3.4301813133,0.4362285553,2.6512036191,0.5050230435,3.2302425103,0.542455341,2.8878723785,0.7045174325,3.1547164454,0.5553887302,2.848067401,0.3943589613,2.9365380737,0.9726697181,3.2402268812,0.585785535,3.3219882139,0.192509659,3.040903732,0.4831643952,2.9105277155,0.5925088674,2.8667373279,0.6324047576,3.1375807283,0.4870901545,2.7813509329,0.4375126722,3.1190069341,0.4836003436,3.4209284728,0.6949600396,2.825754755,0.2803179729,2.9953249213,0.3965303162,2.7308768264,0.690747633,2.8076318324,1.1328265235,3.1705396889,0.4456514456,3.2082738466,0.3606792682,2.9022416113,0.7842414803,3.0642848172,0.5351099161,2.7913284154,0.3893000691,3.2883584164,1.5368331688,2.7616160768,0.7719386086,2.8038309469,1.089280539,2.5819856432,0.4161319056,3.4293855105,0.9530668282,2.8102646708,0.8935675663,3.2544171715,1.178123076,2.5307565176,0.7741857287,2.9665552293,0.6634249373,2.0751949722,0.9540556191,2.6534009748,1.132333134,1.7321805276,1.039968352,2.3077611377,1.5041851665
Mcmbp;1110007A13Rik,7.7553170899,2.91363625,7.7553170899,2.91363625,9.3038998352,1.7074633341,9.3038998352,1.7074633341,10.0832192314,1.7254354843,7.9813098669,5.9027659348,8.4973938398,2.638166147,8.321163515,3.8423454037,7.8575711009,2.6246014591,7.0188056922,4.1604288581,8.1553253944,4.0944501322,8.2019656499,2.600240271,6.7675611559,3.2178062454,7.8530873662,5.7725616408,7.6961952075,2.6528747436,6.6920355433,2.5646987156,6.7459770937,3.5759489239,7.3083007121,3.112429224,6.7846870656,2.8828797441,6.9838087831,3.2584368596,7.5365546673,1.7233643689,6.1531818683,2.2398074266,6.7132326465,4.2114609218,5.94771429,3.3998848398,6.604850165,3.8915871937,5.0469679619,4.0983789394,6.5052815916,2.7620099328,5.7009038133,2.7637025344,5.0954219907,8.083576141,4.5003838314,3.5191512413,6.3259736908,4.0366037251,5.823598174,5.4014584068,5.5305357073,4.9835100477,4.0732611099,6.2608702796,4.9684499905,3.590530885,5.4396151397,5.0362258266,4.7151073536,5.1892481457,3.8386060934,7.8258891144,4.9598333961,3.1979887037,3.662412373,5.6546384689,2.1226030369,4.742901336,3.2463338112,7.605900613,3.3573674634,4.2368140612,3.0066904091,6.3020791723
Stx5a,7.7543475697,5.9997051548,7.7543475697,5.9997051548,9.2825559128,2.2093952627,9.2825559128,2.2093952627,6.5271258532,1.5624705905,8.4099985369,1.6684527999,7.4427736995,1.6615493789,7.0152566112,0.8446581553,6.3398192545,1.4376376684,7.1010440185,3.1346314335,18.8714693364,2.0225845628,13.8677062188,3.7534244673,7.2321795282,1.5119243609,8.2883427962,NA,NA,NA,7.6464260506,2.0403694468,6.8389603168,2.4071217175,7.2446694456,2.2876607926,NA,NA,8.0248913846,1.1086380427,7.4011805502,2.778764199,7.1556466497,2.1797861417,8.6356408826,1.0590572236,7.7891263178,5.7162171294,7.4344813563,2.6144293791,7.100342695,2.6645029051,11.2450471126,1.8670427363,11.3959745061,3.5592151453,8.2118484967,2.0025222791,7.8598185254,6.2175206233,6.4922922189,2.442605688,7.6294434496,1.7203207778,6.3737460269,2.8259518202,7.4279606812,3.0539066819,7.872531465,2.721443981,6.552322098,5.2799774445,11.2491526434,2.8537839052,6.1386252166,3.6691966988,6.2672522047,3.5336046889,5.0672059313,2.4905757684,5.3021325894,4.2347266325,5.9598295723,4.9526159158,6.4982157886,6.4569932742,4.806034111,4.8179068335
mKIAA0891;Usp19,3.6773115033,4.1380754217,3.6773115033,4.1380754217,4.9077822645,1.5853006359,4.9077822645,1.5853006359,3.2551146467,4.4860265534,3.302300833,4.016916069,4.6129182371,1.841887803,4.9563111394,2.201505736,4.3083961051,4.0865757062,3.8127131084,1.752844307,3.6822803008,2.817969579,4.6181581797,1.3712091991,3.6936902588,6.1832276435,4.1163324965,3.212645979,3.5486676031,1.54625488,4.2837603481,1.9837034737,3.5336553764,2.6556042691,3.8248608639,1.5519501153,3.3053350678,0.6694625537,3.6275667542,2.0956772416,2.5910886949,2.6959903791,2.4732284224,1.5520593994,3.5719855744,1.1624945528,3.4434417713,1.5332897711,2.3479864805,2.7230866156,2.7092130395,5.0875884018,3.4150313532,0.9607677454,3.4827772696,2.1493251155,3.1205236286,3.3068288165,2.6315256477,1.8681641961,4.1777674844,2.8061864181,2.5859416673,2.0876799978,3.7505955354,2.063683984,2.9429623816,4.0363450554,3.4564401754,1.6755306031,3.0250877601,1.6520027457,2.3981529186,2.6657154343,2.5199741411,3.3679094868,2.2329760337,2.0806156686,3.1126610836,2.9369254266,4.5179653321,5.0086250859,5.9848284279,2.9467122796,2.64811103,2.9045638084,2.4465993164,3.4564986748
Larp1,13.6135495605,3.7545615343,13.6135495605,3.7545615343,15.5916733995,3.610010706,15.5916733995,3.610010706,13.8706628997,3.9790978026,13.6090204962,4.4065458336,12.2636561195,2.537039327,11.3391682348,2.9887482207,13.4427831801,5.6598861919,13.0347024458,5.7795242952,13.1183683863,3.1110986,11.6434940006,3.0098353221,11.8380821875,3.916425678,11.0779820091,3.1476545266,13.6912651601,5.5152640153,12.0250611945,3.0855703551,11.4742916527,6.3793914718,12.0830893064,4.4171196138,11.0292867105,3.7944008465,11.6593204737,2.7199656776,10.9753013242,5.2554725749,12.0342068314,5.0663612841,10.5204769376,2.8459677421,10.7240450532,3.4123179478,12.323156601,6.9140319023,11.9531563749,6.9577264193,11.2469479774,2.7958492853,11.1117111409,3.364099572,11.3637807505,7.8737281152,12.6752565494,5.1374383295,11.440655569,5.8896581336,11.077904271,4.3381534821,10.2248047682,8.9515493261,10.471436396,6.9956410526,11.2291920311,4.9439752841,11.0013777081,6.7011245138,9.5869981549,10.7887316876,11.149666407,7.5404040632,8.820235852,4.3898093398,10.3711225974,7.9852576211,7.1019441721,6.9112581906,8.9773529587,10.7683160929,6.6196306231,5.9453869489,9.8503001032,10.6949869694
Ncoa4,1.9071158487,0.317638861,1.9071158487,0.317638861,NA,NA,NA,NA,1.6453934695,0.4486037267,1.8098269351,0.5720332294,0.6677827581,0.606370729,1.3684542609,0.4079955285,3.5038860562,0.8709405698,1.8200068169,0.6323126575,0.4957441299,0.7072415234,0.5938015918,0.8502029287,2.061883172,0.6382242053,NA,NA,0.4245631765,1.0035765147,NA,NA,5.5028281063,0.5265255881,2.3955333277,0.577308052,0.3646557437,1.0008914876,NA,NA,2.7138923809,0.6761679036,1.9479888809,0.4321946084,1.4850091233,0.6338905084,3.4408642898,0.3232237042,2.1371103157,0.2354278321,2.6655041288,0.3328183251,0.8772359173,1.3262635632,1.1417890141,0.8217408725,2.840866049,0.4145989271,NA,NA,3.3007220455,0.456209265,NA,NA,NA,NA,NA,NA,NA,NA,0.4365787859,1.985250804,1.7199604541,0.7458297288,NA,NA,NA,NA,1.5522512908,1.170915118,NA,NA,NA,NA,NA,NA,NA,NA
2410002O22Rik,10.5558414296,1.7707714459,10.5558414296,1.7707714459,17.9183596718,3.2649693554,17.9183596718,3.2649693554,12.0840379243,1.8986721331,13.1900396458,2.5968238979,18.5335474762,5.5346404899,14.2138984371,4.188153293,10.7252818797,4.0806035665,10.601977579,NA,13.8740816048,5.1853053796,15.7946779927,2.5558170747,11.3829433939,0.8345232964,12.9097056757,1.2055643701,14.9776930207,7.5748281412,14.0086658183,6.0171991008,10.6198272042,2.8980777434,10.0360479462,0.8986171645,14.0238234798,4.5155800827,14.5493714898,3.6418482709,10.8957029763,2.4647429648,10.9968946339,1.84788701,15.6882721348,6.233792252,15.0614126093,2.9521504456,9.3462220883,2.3524314687,10.1781033921,2.5505501014,15.4157439856,4.1796664813,16.5930914578,3.7624280314,11.2418394736,2.1956579442,11.6737675082,1.5873256583,16.4130452106,2.8352737636,NA,NA,NA,NA,9.2534108725,1.340716577,14.7268782831,5.8599230822,16.0276603318,5.0665031593,9.270651408,2.3586012067,9.7310164143,1.433964805,13.6597789275,3.6691873171,16.4457658976,3.8990693066,7.8691303937,2.7997994893,7.3933398367,1.8998276339,18.3836166144,2.855315338,15.0925182082,6.2665785644
Hnrnpa3,1951.3287109496,126.3803921981,1951.3287109496,126.3803921981,1631.2419842426,176.323457771,1631.2419842426,176.323457771,2059.349134146,307.8873586813,2136.1146688263,175.5542440402,1694.1845376913,197.1538715076,1721.3820152748,238.0630149276,2047.5914990521,124.9712024614,2136.3779907671,138.1619633238,1668.8652054672,208.9366042612,1816.4829046817,277.7328508896,2129.9876238468,161.1491015234,2198.4798439061,146.8530742811,1798.4590021955,295.8613872558,1741.1250555538,193.7653509867,2120.1181303373,145.3885533106,2131.1940447683,141.5685233338,1781.308508876,193.7971849302,1793.2456616419,120.950327736,2183.4361162864,145.8018023477,2103.4651951253,238.9972345668,1755.1476151173,181.3184455711,1816.5552945362,206.5867679039,2162.4246572259,232.8655714864,2204.960657222,245.0885200959,1793.7819229173,141.7086649309,1771.8540624942,175.643852729,2244.7728706113,160.4215140442,2220.2138045283,175.4555297562,1800.7750947803,195.4235952253,1761.7359144222,134.1969112643,2005.5586017688,285.1486169793,2021.6938360745,234.8698562283,1652.3369358233,135.7624263998,1598.3737918756,224.0161880208,2045.360379071,285.2629951741,2009.1879610952,309.755815377,1680.3154130543,169.7865953431,1692.6971282912,208.3326212806,1989.2150413182,423.3911676889,1606.2196210445,360.1519116669,1771.0164637082,358.4646221152,1369.7009323711,289.3023618337
