Gene Group,R1 MOCK 0h,R2 MOCK 0h,R1 LPS 0h,R2 LPS 0h,R1 MOCK 01h,R2 MOCK 01h,R1 LPS 01h,R2 LPS 01h,R1 MOCK 02h,R2 MOCK 02h,R1 LPS 02h,R2 LPS 02h,R1 MOCK 04h,R2 MOCK 04h,R1 LPS 04h,R2 LPS 04h,R1 MOCK 06h,R2 MOCK 06h,R1 LPS 06h,R2 LPS 06h,R1 MOCK 09h,R2 MOCK 09h,R1 LPS 09h,R2 LPS 09h,R1 MOCK 12h,R2 MOCK 12h,R1 LPS 12h,R2 LPS 12h
Taldo1,1287.9958806046,1235.8974913304,1287.9958806046,1235.8974913304,1386.0910233926,1233.6554932039,1256.5957475647,718.1626653861,1559.8522349555,1188.790933444,1000.7759036951,984.5328207531,1349.1139499423,1229.1682989,973.1634246779,763.3753100486,1469.6099224275,1207.2535298572,769.5043459354,685.3517045204,1456.0465834306,1155.6275458285,544.4034817295,577.5770935842,1457.1798132606,1168.125530685,526.942235553,515.7053103972
Myo5b;Myo5a,49.0997398528,54.553812838,49.0997398528,54.553812838,33.9763862856,51.5964262975,43.1032467774,71.95335722,36.2741026469,51.2103649538,32.7664148056,38.7716417939,45.5263895164,54.5810169662,23.444123359,30.2461416007,37.940069593,62.7914978786,24.2840868608,33.8995371825,41.148191806,54.0090167646,39.3992361675,47.1829765,36.6746018146,54.6307845117,50.3571966865,45.2672225459
Wdr77,28.7960976692,35.1256482129,28.7960976692,35.1256482129,30.421095786,31.548928029,26.2757512898,19.2891092721,28.8507624173,32.6101547857,18.2485486282,15.0091925568,33.7171598736,26.5647948645,8.4628909243,5.7274497566,29.0010331907,27.2261833371,8.3558674945,7.3936014693,30.3436579671,25.4438022144,10.6541002329,8.982462997,26.0817223729,30.9681903905,6.6359100961,12.4229320481
Mrm1,12.6089958081,7.5452821307,12.6089958081,7.5452821307,10.1188754234,10.7461555815,9.2632955577,5.9459119968,13.5322014252,10.2800554551,1.8939480528,4.1733410754,11.4500070193,8.7514002136,4.7730570577,6.8677784238,13.0052751212,19.2079196442,5.5776075371,7.0939584849,11.6308453355,10.2061325586,6.325014754,5.866009448,12.3708508044,10.9199863467,12.1798284228,5.611612534
Thumpd1,33.1483486952,28.1367690407,33.1483486952,28.1367690407,34.4355151078,29.6380179636,24.439813474,24.0229598439,37.7746279369,22.3820884895,21.0490241472,17.1202733596,38.5486337918,28.3743991017,13.1387682826,20.4891953129,33.2404786865,25.5890163226,17.9401178153,9.3690496884,31.1243756033,23.4202307098,15.6382191375,18.5910278397,29.9433977002,21.7479548776,14.7171756456,13.3679727833
Nrbp1,106.5259783464,150.5399003237,106.5259783464,150.5399003237,105.2480704002,114.4782899071,101.7380512429,124.7482417196,106.6428613898,149.827649317,107.422129058,123.9244690414,112.5740651904,125.2409019912,133.1149831852,183.615911516,108.4598086175,170.0135719609,184.9300987601,199.7667418839,115.6972299971,135.7373257574,142.073254895,215.6371821301,125.7759908191,120.2290299709,133.7074668801,158.0122988515
Nans,114.907185411,55.2165390666,114.907185411,55.2165390666,87.5295065091,84.5857119423,85.3417946073,55.3198789426,111.4587142007,65.4455671533,71.6933624039,60.6725242294,89.9489384259,82.8911148196,55.6239245812,29.5767213983,89.2968955221,68.8409737084,48.7337612574,33.7315776528,98.4524099846,60.1863128731,55.4245441796,21.8537520022,82.8402031888,76.4663256831,55.9261644189,32.293293264
Atg5,89.1854622337,104.157703903,89.1854622337,104.157703903,91.4639679625,105.2163628335,71.3537344056,131.5663888752,79.0550163735,110.0441430001,52.1315504534,72.1180986642,86.8018327218,95.6145745946,33.5283973417,56.446849428,85.6083802286,110.6017357936,44.0796734011,47.966978124,94.371481822,96.785244835,51.0933100954,70.475390123,96.2876431706,104.6135651837,56.5989964455,80.1652729887
Dhx58;D11lgp2,10.6459688264,5.4256526727,10.6459688264,5.4256526727,10.5299126166,9.6590751958,14.1575708732,20.3590124694,21.6796954817,15.5642979891,78.1807833383,60.9580434554,16.6064715474,13.7212913968,234.1445501989,197.3167199006,16.4757007456,14.4819496568,310.175846176,251.4341155593,16.3371563274,21.775407085,252.1192333335,163.5963403632,14.9377834782,14.2295305524,212.8698926798,168.6868814093
Mvd,134.7071927573,79.9582927392,134.7071927573,79.9582927392,109.775723097,96.1501872927,78.4880958909,103.5472799119,127.7224489633,100.9532202178,57.7658542834,50.6866640179,114.2196726407,135.3417947269,41.1729874835,31.6169069914,124.8253297314,95.9647771661,25.8028323761,23.3877880681,126.8010823433,78.7765351982,40.5732498868,29.0325442372,113.807859332,95.4052995483,66.0473673137,38.7887563853
Psip1,49.1322290821,113.4393125102,49.1322290821,113.4393125102,56.9244880898,65.6724717669,46.4199183664,106.4547889576,60.3496777504,88.4175776775,32.9465083295,58.4092115231,76.91645275,42.3249057436,24.0093664279,88.4344604928,46.6442222038,134.9129131933,31.721757865,86.4674636135,49.2684963624,112.4702511084,26.6993936748,75.0941333095,84.2747441618,89.8950781301,22.1435556986,65.7731099331
Psmd6,146.0425755279,90.3209007858,146.0425755279,90.3209007858,128.0246238437,125.3114732464,121.3434841227,122.2708709838,119.2456428477,82.6018621193,134.4756375698,109.4609623759,136.8382241555,90.6692743373,118.748108339,78.1837852217,129.1241654845,70.2071646412,104.3935911594,93.5912172514,107.3896217724,104.6404399662,95.5819112093,57.8651408032,109.0310019045,93.011060296,81.2216635637,66.3073742892
Rap1b,450.1930176544,250.6773373065,450.1930176544,250.6773373065,408.8464987201,366.9780245538,480.8516859128,355.7692768721,340.0096220788,268.6669872589,794.683981129,567.2598313675,369.5497714574,346.7677554626,805.4894247936,531.1172813889,364.4038681015,181.2793120423,929.3905841218,630.9115723629,370.7206530368,234.6809877113,772.1657167105,390.7400370806,285.97992814,220.3377251695,524.6889330817,316.8635287059
Homer3,53.7623597152,47.1477451647,53.7623597152,47.1477451647,38.0640265634,62.3308558359,36.6815879832,31.6452197028,50.9417863584,56.0987653275,30.2713496975,31.666751261,45.3785133829,73.2969709336,16.3964347348,18.2551962055,43.365818932,40.1851230077,18.9283830251,14.9518166595,47.0656974584,48.3495594567,22.0841769049,17.0212322856,43.8923562668,56.8456435591,25.3015901089,23.3809969381
Sfxn1,73.7493542926,95.6505117776,73.7493542926,95.6505117776,84.0555404855,88.6934800855,74.8114750528,139.6110899982,62.1378503831,104.7761213993,48.9945184074,69.0801986523,75.3262988289,81.5066643059,37.0238198649,46.557695905,74.3452359905,106.889953032,33.2690971792,31.7458810998,83.1096297857,89.8428039461,44.849455743,67.1173328027,79.856034203,83.4547413719,43.8075457516,68.0510048999
Smarcd2,92.4782026845,86.0905336943,92.4782026845,86.0905336943,91.9748478622,84.0624591017,73.4086948254,82.2277679042,100.3395600213,98.7138843341,53.0051386662,45.4259097289,85.9975691492,81.1431008913,32.2747708198,38.4668234614,76.0735829582,101.2780282022,36.8071807467,36.7913407739,88.8460079312,77.3636882315,36.119530569,46.8545832719,82.6884686677,78.65163895,42.2646988799,42.9683909034
Adi1,42.6172243164,24.5762487746,42.6172243164,24.5762487746,28.4851566998,29.2659413012,75.1274538547,41.2576768761,29.8915562183,27.6479281644,23.2723204113,17.8801236932,54.9983727284,18.9843744881,24.3616252949,12.3122271953,39.6830550706,27.9303916401,7.1626863491,11.9108831664,34.8327662959,29.4688065547,14.7710580638,16.6915767819,41.1533953314,35.3946610931,16.1598939185,15.4288813225
Acy1,24.110301339,28.9675653609,24.110301339,28.9675653609,28.8630633839,24.2161579885,23.3883237381,20.7274213746,30.7588314874,25.5117151942,12.3671485227,14.5525640706,31.6179646843,20.8911800762,13.0734884995,5.9893778801,25.9355263511,21.5505529955,6.5667689175,4.1264399718,31.1158006177,20.5585420588,4.0601970734,1.0251407046,26.9067842923,21.6644262665,5.3581021142,1.0893462137
Lims1,112.4224134524,75.7128504551,112.4224134524,75.7128504551,95.2893354998,97.0995822247,121.287290104,76.4542190432,79.6028990807,89.8632068659,122.7647187654,123.2126832649,93.7733455053,89.4553035229,101.6436131879,85.0010674545,89.2280183526,69.274213643,113.5401836543,114.5710373384,92.7936135444,75.8466169043,110.100980151,78.7407795154,73.4560146868,66.9648210689,88.2325228545,77.4667176642
Eif3m,198.1013132152,133.7973691236,198.1013132152,133.7973691236,204.9338874689,164.2241139612,165.8007338598,161.3324671221,161.4357419638,178.8449635837,175.6044458909,147.8330680191,198.8563434169,154.8374500161,141.070297131,100.7218200393,178.6611942655,138.4540851838,115.3172901368,100.0129512169,194.3515109867,155.3118031929,122.5542552202,94.6405872015,183.7363928012,180.2005150747,123.2424040401,113.2973968993
Nxf1,164.619861171,220.3254317641,164.619861171,220.3254317641,144.9682790732,164.765240351,215.3010885677,290.4078318959,174.3943121779,246.6975455327,229.4339725664,335.2029346808,202.305615267,181.4890512425,248.4188373689,348.1327742066,164.0911549667,317.9748401328,193.5845865031,256.045148077,171.0716876623,198.5775256801,142.3520017284,237.552958076,204.0374540181,203.1420631931,159.1743747257,217.9697405537
Hadhb,153.6094589566,78.8694768287,153.6094589566,78.8694768287,140.2277180815,98.688130623,125.5286706389,78.2866067701,107.0925212897,101.8948302713,124.6117189535,85.0903150917,119.6522556633,91.8458116583,110.8883476929,77.0261070619,130.8958735082,106.9732418787,102.2836284217,70.8358138768,135.5821315365,104.0958228317,100.5560571876,70.1499965573,136.4304619347,109.3555443055,83.4987913135,74.2490853797
Actr3,1091.9456565265,692.9428146321,1091.9456565265,692.9428146321,1092.9226570101,947.5560189657,1193.4599957968,777.0257232535,959.7912507213,692.9714916918,1324.9092758764,1108.6172983674,1101.1804333657,963.3660758338,1178.1525140189,851.1432024998,1069.1197011571,597.4877596173,1391.309843584,974.9063959517,1019.1506861918,684.5649777898,1018.0115086285,573.4643140206,956.716838304,604.853629603,774.0885808965,519.6585249223
Sar1a,116.0255536006,92.6088820649,116.0255536006,92.6088820649,123.5284168718,87.761460753,129.7810021025,64.120574536,108.0612637707,88.5394550525,117.3721295828,90.5381331593,109.8535918664,99.0442995691,114.1911110861,96.058393229,116.1867456243,74.4065815189,115.029299587,80.4324359669,133.5338374187,90.3815166044,106.2224005243,79.2460604005,102.8310406831,85.0054465112,105.5314919649,88.386466638
Pdxdc1,45.5173520371,46.426987608,45.5173520371,46.426987608,31.2190139231,42.1484206331,40.8982282942,68.6631144639,41.0182834109,44.7934429814,32.6689307922,38.6092832956,42.879437004,42.4975853934,25.8960342058,28.4732265103,37.8643304555,55.1852129226,27.5729159234,36.1746299497,40.045344197,30.8898210919,34.4402843141,49.1912089579,36.7761320339,47.0980086524,42.38683152,37.69047317
Ufsp2,76.0450299547,73.7984452932,76.0450299547,73.7984452932,71.350853353,65.4077995678,54.6321344795,32.2760365589,56.1202770749,55.5998691301,50.5024049647,73.949739264,67.3672208769,75.0618264441,38.4943092852,34.6907500106,61.9449819373,59.2735248482,35.0904925295,37.2009850423,73.7260984784,75.5324552094,49.3337880857,49.784803255,67.4078716158,76.0872211467,73.8232998254,64.0966108022
Arfgap2,56.2776640555,26.8759572879,56.2776640555,26.8759572879,41.1384408815,39.5571371278,45.9696338011,29.0886991294,43.8503190827,23.1074632765,48.5500693498,32.0866554118,38.2178483292,35.5194887258,35.5350572418,29.1806632941,38.076868293,20.1268458973,34.099341948,24.5557246939,51.1422674199,25.7184633613,49.1083370864,23.2189713715,37.0025844821,32.8375882162,56.9569963068,20.57249949
Nono,227.6328800171,207.4186004974,227.6328800171,207.4186004974,206.049980075,220.0662459832,201.299462834,170.7357313287,173.3061829808,199.4871802171,232.1598276452,257.3855100275,188.3245124077,186.524902836,276.2353254259,338.1668007171,173.2275263827,188.732268149,363.1700700148,376.4054123612,190.8886241723,210.391583357,281.1496878296,277.0399925476,196.2278983067,190.7095173618,212.386725719,196.117713647
Pls3,32.2973728191,19.2938830349,32.2973728191,19.2938830349,21.4829974439,25.2728782529,25.1704193666,12.8075489691,16.6185178864,11.7225837282,34.5868453771,31.804388046,22.6541437348,22.1357962169,26.5500332974,14.4208486033,25.8344686898,18.8335839191,30.4851945367,20.5268262516,27.1747282396,17.3151695815,25.4691456766,11.0859898422,22.1692875372,17.2330637676,24.1783032168,14.9049420941
Ragd;Rragd;AK081204;Rragc,186.8503533135,101.105975833,186.8503533135,101.105975833,128.9506894796,134.8547193737,119.5344746633,88.9362001097,137.443431033,101.9246309467,148.2514349314,119.5795558915,138.760795437,151.8111054962,172.0219621143,125.1019813807,139.406123442,88.5801546054,216.253997915,159.6848037266,161.4556170509,129.1179069895,212.4382225518,96.0712662359,127.6391121415,116.5524405216,176.0025920222,87.5329068734
Psat1,65.7284203199,30.8434170154,65.7284203199,30.8434170154,56.6482454258,44.421369116,65.2575840531,24.1550284269,54.2633535139,54.2482893002,59.1652193217,30.2391705648,57.0750400532,50.4180364757,53.1356275465,27.0788330199,65.8273790898,35.1398137308,55.3950502887,31.8844418061,62.4333593294,41.1121657867,50.4899748837,18.9029838551,60.3550576912,32.5295332273,31.9908458753,13.1671831983
2410001C21Rik,149.4602101793,224.1573980103,149.4602101793,224.1573980103,154.3005432143,163.870216988,144.6478786191,218.0572409186,181.5171047266,203.1310622402,123.3944898086,159.2599413746,179.7431070576,153.3683722925,125.7676164714,133.6407704843,155.2195681799,242.5420720438,121.1158960649,139.0151770081,147.199383414,185.5758490225,109.2250161026,204.4314371203,158.202423713,185.7389704619,138.9487521118,180.6146866403
Vwa5a,75.3186605883,47.4159598523,75.3186605883,47.4159598523,55.8480907832,52.7414262247,62.3506048076,54.5033520195,51.5447828809,46.8405480849,80.6448140994,77.7624860216,60.4101250101,54.2882987547,89.9886638215,70.9949964631,60.6242394644,50.0636429349,121.9542776463,92.5798940204,63.0228360187,54.0114515704,143.9951227045,105.352644232,54.1993936035,50.799052846,119.5452057174,90.3369253982
Me2,66.1850676694,40.625752224,66.1850676694,40.625752224,59.8703236576,49.8649876924,38.7229981901,30.8672774582,44.9024679233,40.4183339497,42.4620767692,31.4510384199,44.0949709763,42.0135809289,21.0743864882,15.7429613399,48.0218087603,27.058171949,16.9861772675,19.0886391814,57.2216947506,30.1806352278,20.7958335864,9.4355451635,46.2204151681,30.894005701,30.2056774899,17.8503745114
Tmed9,252.574979982,186.8281051574,252.574979982,186.8281051574,273.7782860627,231.8305136,247.6266031401,151.3344632095,276.1888227932,210.4031838584,212.5875186753,180.0784950484,243.379685159,245.1015142314,149.9969532836,125.482663848,271.1139329449,185.75858659,204.3108399569,144.0886873645,280.7790593496,207.5887697364,203.9813581881,107.7396634829,261.6786368848,169.1199060719,219.473587871,122.6077429472
Rbm10,29.2478341477,31.2833979917,29.2478341477,31.2833979917,23.2970158633,27.1862610778,25.2067203027,24.6232451125,27.8842020497,21.1902705076,13.0147525783,17.1696363385,26.2928147804,33.1482837611,9.5612349873,16.1965699025,22.0973000483,35.3643259332,11.0862874511,13.2856941547,27.566915047,31.1740073984,12.9820803733,13.124670942,25.3118605184,36.7911281371,15.2336618728,19.8475486701
Stk24,122.6176739421,79.8370004512,122.6176739421,79.8370004512,115.2911201535,107.2464669606,93.4112820203,99.1432471638,98.8667796985,89.5137899196,82.4462908004,71.4594749378,103.7175571731,95.7020657537,38.2628909165,33.0318965561,107.0660704388,67.3063387902,37.6913144265,34.1188949847,101.251169737,68.72054926,56.4693666685,47.3942902974,75.9886255346,84.030747868,55.0093214037,49.7775282115
Aco2,262.4863797994,204.849855722,262.4863797994,204.849855722,224.635394898,195.3919745153,204.7745352288,187.0144606833,201.0490097473,222.4825186108,193.4977146635,193.582403884,215.7741010972,212.6446677227,154.3734951879,139.2140542609,218.9506647261,214.0759208117,149.0316532657,123.1169836348,224.5653925405,219.3886915314,135.9786374551,129.3689593462,228.1650381213,207.7050439386,128.1100397137,124.8172672051
Dctn2,146.4749997255,109.4902508881,146.4749997255,109.4902508881,134.0288800371,123.4694334798,128.2034385658,107.8010169711,162.6144090976,100.9160358399,127.3259239364,87.5641993533,156.5131165875,118.7408570481,109.6711578674,63.1277585555,154.1959407439,100.4390157183,107.98300302,94.974906561,148.0129020835,122.0810574211,127.5533936651,86.6918702391,129.0697242085,125.3197693452,133.234973581,103.4519068132
Cmas,89.1240788181,69.3371763506,89.1240788181,69.3371763506,117.0945542629,82.9140760279,81.2413486005,53.203542723,105.0444539662,65.0453219235,62.1789551161,64.869128581,105.6342357052,107.4243969306,47.2048133708,36.8855100574,129.6549117068,77.59205461,47.6937821207,24.2370442617,128.7924145192,93.2542307709,52.3523653536,43.1590252602,120.6262234264,87.0374250966,62.0970143412,61.745074629
AK041330;Dpp3,76.4475337887,69.5840442208,76.4475337887,69.5840442208,75.0566088008,76.3518324418,69.473444959,52.983221063,92.9055329579,60.8128051206,53.2916961636,46.1813670077,81.5163403771,61.5567711659,47.1590298984,24.6929798648,78.964361747,67.6484604626,37.4255919914,39.2623400939,85.3635632693,52.8470644542,55.4821155754,38.3617711415,73.4255150939,54.897853235,64.3464066946,45.4174795823
Ciao1,23.3253228811,17.5880868585,23.3253228811,17.5880868585,26.344799533,19.4361492997,18.7477825953,17.5295918188,23.8256457887,13.044387844,14.0897934335,7.3816632561,15.597203976,20.7346213412,12.0615263999,8.2815248861,23.215512027,7.1679942931,15.2450367743,9.9786815353,23.5290005186,16.4055830313,15.704438519,11.7831849129,23.8957452894,19.148502062,16.3948092022,11.0224741167
Cryl1,70.4611158585,42.6287645966,70.4611158585,42.6287645966,60.3080172011,55.8231469735,45.2190701998,28.0550417894,56.1864074231,32.614550969,35.6794147905,42.8419247839,52.0487725006,64.7942535108,35.865996947,20.6727430645,49.8605467912,31.2797543752,22.6278447684,20.9454909676,60.1051818584,55.996593185,15.1855228653,11.0342795431,50.3868924672,33.2176238666,9.3343251916,9.5126744131
Prpf19,85.0983814829,69.6055855131,85.0983814829,69.6055855131,75.53214689,76.7054268423,64.2746299549,54.5965496539,78.45966855,73.9111378063,67.405943238,70.9817637924,72.4394779564,80.559239415,25.8608013629,37.8437276477,71.226439462,69.8606152011,20.5244296715,30.1033643149,69.1434065606,60.7201068278,23.8758102053,22.497661814,60.1065538623,66.3112951796,25.5968608371,26.1532781586
