Gene Group,R1 MOCK 0h,R2 MOCK 0h,R1 LPS 0h,R2 LPS 0h,R1 MOCK 01h,R2 MOCK 01h,R1 LPS 01h,R2 LPS 01h,R1 MOCK 02h,R2 MOCK 02h,R1 LPS 02h,R2 LPS 02h,R1 MOCK 04h,R2 MOCK 04h,R1 LPS 04h,R2 LPS 04h,R1 MOCK 06h,R2 MOCK 06h,R1 LPS 06h,R2 LPS 06h,R1 MOCK 09h,R2 MOCK 09h,R1 LPS 09h,R2 LPS 09h,R1 MOCK 12h,R2 MOCK 12h,R1 LPS 12h,R2 LPS 12h
Pip4k2c,53.6511665067,64.4416417471,53.6511665067,64.4416417471,55.438611125,49.3677328041,56.8064940318,44.8851285697,61.6718633587,56.1472947017,34.6324368981,42.4350145733,56.0483306544,71.7403813433,36.75846448,40.9906606026,50.2222066343,53.8189774342,41.2804007762,32.769830717,59.0373257362,53.688935544,48.7114492953,59.3253406759,54.2354827845,60.2986622217,63.1882167883,55.1300292348
Basp1,351.862101884,894.9875228606,351.862101884,894.9875228606,439.0481052242,538.2467132167,523.7807179763,1170.8397028334,397.689886627,813.9155330774,528.7271774034,996.3508002396,564.6756611759,517.8648878902,520.3344452091,873.3349914633,446.6220155961,847.7624796773,450.4904706156,769.3471768941,447.6170064483,623.0389202809,489.9999551318,1497.1529348662,456.8184379849,606.1840644453,709.1605714107,1778.4542373338
SMIF;Dcp1a,17.1022647236,9.854019035,17.1022647236,9.854019035,9.5599157902,11.9703672144,14.4069487789,14.2491300555,9.9904020909,11.7657948812,15.0363053975,13.5591979345,15.8654850792,13.5765102344,25.0084493821,17.1531315669,10.8716535692,8.0022701849,25.2495840167,15.0004932157,12.5889098355,6.474961158,26.3082173597,11.7812851802,10.6953891707,12.7203729261,26.8275616251,14.4051848884
Asl,61.4149063483,43.0777557905,61.4149063483,43.0777557905,68.3750214969,56.2272932126,48.9371899121,45.2164587491,66.1669220644,43.2731817745,49.7253067785,43.535587376,61.1893691606,55.5827071062,37.7791063641,33.5940214977,61.4352309914,39.1689622046,30.2390351336,28.9290006859,72.7158331466,56.3668254804,38.8655205623,24.9090277025,56.3191152547,56.6984590259,52.39756262,45.8138543791
Arrb2,232.5110425734,278.2076360651,232.5110425734,278.2076360651,219.4866991324,231.4823689255,225.5487981891,264.6018229109,259.0830028837,281.9887582587,170.5251846507,162.0210660488,327.7607941493,245.7160912708,109.0420209367,77.7532860605,233.0519501414,238.8362043116,101.1216655797,102.025586764,273.5651252495,247.5040865625,166.5321026452,184.4970796529,242.480280618,251.768197865,227.8468181352,271.775919246
Snx4,89.191533005,55.1134169673,89.191533005,55.1134169673,62.7504469207,58.597457498,70.9663644628,54.2875510862,63.9484867256,48.8525751613,87.1797527938,74.5140785978,78.0841563636,67.2872705624,80.9326532376,62.7052473686,74.3647809849,40.3645968492,103.548599667,76.7655952261,72.9594783676,51.7706794009,99.6245068411,70.8192426956,61.43041245,51.3632754131,78.0368949165,54.400496006
mThy28;Thyn1,131.8042146978,110.5484897493,131.8042146978,110.5484897493,106.8779733266,75.5186266544,85.2271117053,93.506610998,95.1948657939,124.6427837858,64.846287177,80.0092664116,118.2856982641,113.7186584528,61.9085395557,87.5323895751,108.4572646623,78.9295494141,50.4165604081,57.4605090509,147.5608635922,127.3395596588,42.2213903857,49.0905914071,107.7928752068,122.0653894805,35.2872847561,45.9644394795
Rrp1b,11.8029219757,24.5900584281,11.8029219757,24.5900584281,11.7924479258,16.6889003256,12.2503513585,29.3538366502,15.6317915982,20.2597123483,4.6380020758,7.0721203873,22.6617767164,17.8596609982,2.8092406255,5.0797985549,14.8294652425,30.436346909,2.2806721839,1.4009790745,9.7595699612,17.1496460792,1.8586156553,7.2597505303,13.6924662099,16.5985523558,3.5302350544,5.1121389696
Uckl1,47.1291298807,32.1591526022,47.1291298807,32.1591526022,39.5905723491,35.7010445176,30.1881924076,32.6802429702,34.3637465929,40.1850305845,28.6122808099,41.5152946705,46.4182162294,33.557738662,31.5433071811,34.9281370661,36.0349687108,31.126387153,41.4001020322,41.1382021887,38.0750924461,34.5478087616,48.6301630275,35.2156901107,38.4705719239,35.4950408344,43.8121768729,40.3149196122
Nln,40.3686893292,20.6871695325,40.3686893292,20.6871695325,27.8019535074,32.9526249421,32.0558074405,40.1307645428,34.8392561893,24.6718716274,30.5146664358,19.1467625464,33.8523345005,28.1335467338,29.8275295482,17.6149943376,34.6416209865,17.0719209003,33.0969334174,30.6346285663,32.1013015445,21.0086902908,35.579414855,15.1355772117,21.9537714393,24.5993686671,36.2687321645,23.5945898947
Dera,52.9156318169,37.1668452457,52.9156318169,37.1668452457,43.8045527697,38.5388776749,51.4251535082,32.1341776029,45.3888104007,44.012860748,40.2216351346,29.5314487527,43.727778965,45.3267182406,32.579916962,23.6556211373,49.7425604031,37.9682943459,25.7574119712,23.1934830699,51.7428248188,42.8583022749,39.1834763632,36.3048226356,47.7967514787,46.0039612862,42.82179924,36.2556848355
Rpn1,227.6878657948,128.2432382908,227.6878657948,128.2432382908,178.0022412225,151.5799661439,176.748093389,87.6871398787,183.1702792249,108.1457902742,148.329185666,85.0442154736,166.8460783884,151.4831508203,102.7420861995,53.6663073105,208.1471796617,110.1668993476,85.4454545169,53.0792772655,203.8110717726,119.913923347,79.6241093171,33.3755424274,166.2866749482,117.7892202889,78.487452649,39.2658937105
Twf1,92.9401927366,60.2386127517,92.9401927366,60.2386127517,80.4687649844,75.9671058557,70.4108844441,59.3533623425,62.550430281,69.2816607845,76.0340078349,77.0642743036,62.4312896768,71.2522554403,75.627920875,59.4055928237,72.7601974603,66.1755065329,80.7186547442,60.4702712046,72.7081586626,64.6313125733,66.1891441801,41.4522559218,74.1711249079,57.3718323518,62.7241360771,41.9897753985
Prpf6,37.8300342459,44.7351215059,37.8300342459,44.7351215059,31.8871716081,38.1728672168,37.9654357926,52.635984451,40.6857006782,25.8235541151,27.5986538967,25.0070814893,37.4081243231,28.5797872858,27.8652931516,33.7030023154,30.6881639243,44.4021404788,22.1158367541,18.4412061501,38.7851902188,31.1225286683,23.1279477578,21.8244974868,37.8522014332,34.818488488,31.505706764,30.2601131821
Ptgr1,101.2591065003,83.6638122442,101.2591065003,83.6638122442,100.7123054643,106.6843143272,96.4355939676,81.8040131046,125.0459126752,99.5813628942,80.1062059166,95.4830258211,114.7879943819,107.0258707417,80.1417240749,56.7016770882,108.9790526057,78.4947032824,54.9309488544,62.0626657211,104.2652673173,113.9195158278,63.3291669192,50.5302098807,132.6333303025,121.7990086233,177.0041840875,125.8050275007
Ythdf2,37.2806216536,47.0006333874,37.2806216536,47.0006333874,36.580469683,45.7708576332,35.0041305169,59.7021247793,35.5514245404,44.1431328685,39.6475655295,49.9346405942,39.6377041561,30.0896525173,29.8476934403,49.8545262882,33.729564339,41.4856947139,30.0292285026,33.9644480004,32.225278648,36.0771639615,28.0074017427,37.2218443295,33.8828422573,35.7613269551,26.9361301386,38.0629897935
Dnajc3,79.5091738819,99.174758948,79.5091738819,99.174758948,75.7178917845,86.4890333331,84.7876041236,74.3596141996,63.6868865262,94.1731799544,63.6810718057,70.1468222913,63.4136263088,89.4123798283,47.1703613681,76.2838478549,72.2140588038,108.3870216402,48.4502920521,69.8483454986,74.0558204894,80.8172094968,38.4797964077,53.1103893835,71.3373203145,98.1849600906,36.0091150628,36.3611192754
BC013712,126.3650537956,38.2213640084,126.3650537956,38.2213640084,58.1712555143,45.7996773898,38.274986105,42.4781173758,74.7586547694,44.7998960885,118.549960877,56.1052913534,85.8261025119,69.9972594829,190.4237100755,108.3842647898,65.8138415383,28.7353426993,193.1622914918,158.3680708737,71.9474115737,35.9448920885,182.6939508286,85.7116021459,45.6663838905,44.9679408804,159.128070984,79.5657554025
Fen1,86.7478339631,114.748313005,86.7478339631,114.748313005,98.4222083597,92.0599541387,78.8698548049,58.9558463071,103.5484723971,104.6778948221,49.9138732755,59.5945202925,100.3654251922,95.5071000709,30.2554513409,35.7585947833,91.0979470735,99.4983830641,35.948767358,32.186740286,99.742334513,102.9366778683,33.5185759214,34.2294584948,82.7533606334,91.1651491887,25.9757386397,27.0683619634
Srgap2,59.2672073311,67.1667509306,59.2672073311,67.1667509306,51.9111227757,45.6800887057,87.037480887,99.1868175517,65.6113061035,89.3314703617,62.7059893742,46.5956549542,70.3602211621,60.798486411,112.9386722949,87.5906079638,56.2737724099,73.3503242801,108.2788318293,106.890020814,61.386407675,77.1213095824,78.6484939034,79.6287715858,40.6448473399,52.2580494846,56.8543180501,82.4219168511
Bmp2k,43.4439513461,45.6762319516,43.4439513461,45.6762319516,45.5165040758,50.5426809379,56.9430406876,68.3230571212,39.7408209005,47.5436945159,44.241830524,49.4478943361,55.7360682708,35.7760152601,27.122946984,34.3950086704,39.5175771802,43.1616193831,42.5771902382,42.8790135821,40.8858602335,37.7345097732,51.364851151,51.05537419,34.4194610876,38.2678337797,54.706997732,62.9027210284
Pcca,17.0849487632,10.7642940805,17.0849487632,10.7642940805,11.6567696884,12.8606835672,15.7985842638,11.3774990449,15.0815310127,6.1747708958,14.8628820172,12.7021788518,8.9155578006,12.3587334628,8.6474883775,12.4108937161,14.1361889479,4.5670511946,16.686463382,13.0896645009,9.4027381867,15.084594736,22.3406036601,13.1407399734,11.7652450255,10.0702478137,22.7036477343,20.1923335817
Tmlhe,6.4418237412,5.1201186921,6.4418237412,5.1201186921,7.2087882298,5.5804810768,15.2237832445,11.4634647801,7.0152568434,7.8769406896,5.6452092381,9.8142555941,6.8304488778,5.9308526895,4.6712659945,5.3956290719,6.646552687,5.4063106859,2.814079582,4.683874332,6.6242536718,8.7334952864,6.1309192186,12.3371160218,5.8964463715,9.5914535877,5.0131237164,6.0022261844
Ugp2,88.2600011094,60.0346423974,88.2600011094,60.0346423974,83.1767961792,76.857607838,69.7896625871,55.0099149803,64.5508406372,56.8852722061,78.6908999592,60.1196334089,73.6469961588,64.2713361879,66.3202704364,46.2290925359,72.6699982161,41.9805668202,64.3295977454,61.2083565275,69.4473685427,68.8376290734,74.0226368793,58.1050326883,65.4899777682,62.8812665411,97.391237944,56.6256370066
Rab4b;Rab4B;Mir3101,91.9276802694,105.1299389845,91.9276802694,105.1299389845,89.485045996,79.4079068724,84.6647119649,67.8520132458,95.4119545064,67.8137356881,83.9611684644,64.3219101663,94.6494853452,76.0376394289,69.0583931971,58.5052836766,92.4446039229,79.7195812534,67.1034915929,59.3372199086,93.0512166732,60.6202551176,64.5872634317,59.4650476263,80.1548386109,69.7530549061,68.9316728725,76.278779433
Pofut1,18.7769652597,19.139216126,18.7769652597,19.139216126,16.7556229763,18.1987560096,18.1366963997,16.868243596,18.5638946545,20.4600102344,11.5159693998,10.495308184,23.3031630313,20.0551526676,11.9473028921,15.5997066328,15.5610793743,20.6190660675,12.0909971274,11.978332489,17.3704395256,18.1214029466,12.0849950932,15.6046240874,17.6359384489,18.7788780634,11.175131631,13.9902995121
Smarca5,94.0055465981,180.7120345924,94.0055465981,180.7120345924,108.7021134078,121.0915124704,113.3719740446,177.6665454514,93.1842389158,153.5521580668,104.1413377074,160.1848455461,119.6155491212,109.7278251082,82.1656671425,149.7227843287,93.1574853924,167.3600911216,70.9201781449,114.5551525611,91.7149558281,145.1762840391,39.8504361049,101.2792824705,100.8384308012,136.2413101453,40.8397900259,75.0910186916
Lrp1,78.8868735486,67.0048173649,78.8868735486,67.0048173649,48.8992436503,73.6625207452,54.3885409358,55.3602390068,69.5365397123,78.2142270782,46.7042243085,47.5421963278,72.5938082415,86.3015973743,23.4706097061,28.9700310771,66.8230320101,84.2209906084,26.2979225193,33.3204765012,63.831831239,69.6276000163,44.291536675,44.8220838322,57.9838001659,78.9013475672,64.9666739459,59.7312854563
Scpep1,118.3802818282,78.2073220629,118.3802818282,78.2073220629,98.3248709208,85.3747554004,113.5415103057,60.0982466947,90.5951346254,76.7291403703,125.5500340696,94.6280955247,97.0573175306,88.7066226472,97.5072237796,61.3847583897,86.3181127407,68.4407452427,104.2906166865,104.2140457297,82.050769229,86.47408234,173.6398685772,92.0150552538,69.9955661906,80.4638012466,221.9180250482,127.3917009969
Fdps,254.3643438052,149.9337750883,254.3643438052,149.9337750883,186.974632889,224.6478683307,198.6494301503,129.709827499,205.3515068606,193.0606006716,209.359354154,136.6187663549,186.1913096265,290.4814642281,156.1878004336,112.4738101903,214.8476071212,104.0102933255,104.1915421384,115.0469225492,232.6465070267,180.22972103,72.5844431896,43.3490496423,182.4456591994,181.1109843466,51.3235644307,44.7793966646
Wdr7,13.9958076402,19.0539234159,13.9958076402,19.0539234159,14.0905273791,17.3345858385,17.348414842,23.6595341819,13.3488245006,17.8265004957,10.0062382146,12.5979138793,16.1836126225,13.4124337441,5.5860199922,6.0245379847,13.5222251924,21.4114118614,4.4034606181,6.634955885,16.5919431958,25.0488528306,5.4950586767,11.3014730067,17.2701400681,19.7644340747,7.8390079597,10.2677622821
Bicd2,54.603022266,60.0689016647,54.603022266,60.0689016647,45.1460917857,51.1211526304,56.3261144814,59.5622852774,52.6979257331,59.2236530616,39.6222490251,40.3094536555,56.8295535946,54.4784185094,23.4533440788,26.8558661475,43.7284323288,73.2248669229,23.1622498304,30.2396941948,46.5962810447,44.7537522901,24.8482619401,33.1367934294,40.7549019549,61.4719215076,26.1885120228,35.6983568993
Tardbp,74.5223885492,73.0164735223,74.5223885492,73.0164735223,62.7277385387,61.5163998093,68.7342093741,61.1485618286,60.3481066331,70.0139044797,54.100004112,48.3787369109,75.4945050611,74.3372789368,37.1224725491,35.2084827935,55.6855226667,85.4704014248,40.5612843102,44.5275644481,77.3105915688,76.7870089847,50.1928600564,51.3488994995,74.8950739976,76.2534743158,50.6166396011,49.6759569384
AK034420;Hnrpll,88.683885313,77.5697748065,88.683885313,77.5697748065,77.9043402847,82.7160014308,188.4438107894,155.4779681265,68.9620492234,85.902740863,89.5381743094,86.3933288868,136.0613648886,80.0623034801,77.8908934654,82.9203975499,102.7060318587,66.0725467825,77.0623748975,70.8942250483,81.1390330921,61.4390850491,87.1766267772,96.9755340069,87.3934693706,78.9676383346,85.6128072161,70.3163024143
Etfdh,37.4362919243,19.1464202127,37.4362919243,19.1464202127,26.421871481,26.3458960127,107.651331255,56.5009965911,35.7551521852,20.6360569631,34.1180652883,25.7811832155,64.8953276048,25.3696491181,33.056853186,28.2163941477,41.1299941617,25.2254610691,21.1682664557,29.0921806236,32.4491469138,25.2593640564,21.230563734,21.2766325809,37.5625908106,28.9664164277,20.4017283637,21.4517233379
2010305A19Rik,4.6046849436,9.9457251383,4.6046849436,9.9457251383,5.2745318464,9.4436752526,10.8012838953,3.4840262235,6.335184114,8.0818031078,3.121715262,0.7335790793,9.3003761466,6.3378392311,2.3459836975,4.7251935951,5.8098391133,7.2337775293,2.9010290527,4.1288056231,6.3029516952,3.4492921344,3.5317083824,4.0344419672,7.7337644659,6.4021187993,2.8797985823,3.8346895319
Exosc4,31.77124195,28.9681988787,31.77124195,28.9681988787,28.1910546416,31.3152237276,18.112503169,31.30417165,35.9146267902,31.1934551346,13.8866484493,20.1820821025,35.3823490077,45.8068102509,20.2609381744,21.4028105819,32.2847118794,39.7851270539,19.3410640634,27.850679635,29.7769770073,35.461011291,19.986835786,24.4953311846,33.6759980305,41.5748928244,21.815186146,17.6917046078
Rheb,129.9944830019,80.2403353354,129.9944830019,80.2403353354,80.6459994671,107.202517354,86.8799703064,48.7378897402,74.3394813974,76.7513834698,98.8580194376,91.455894914,79.0686232175,102.1985141952,70.3460067363,59.0259561678,84.8666651302,74.5241997596,63.2933318338,76.7052275168,76.9446467658,51.66660056,74.0075033031,40.8982697544,74.8626942236,76.7597946096,66.8348370949,49.4329923183
Parp1,37.8648167535,34.0521468097,37.8648167535,34.0521468097,32.0609337789,29.7374286237,27.4029635947,46.0276240656,33.6988751149,31.034854385,23.2244363342,16.1507202317,34.4594077506,26.4335550852,8.5039862223,10.629257734,24.2839657618,37.5913944841,6.6541562317,8.3850074293,30.3721847918,31.3761495854,7.2310519687,6.4248573819,27.5572239517,31.034865452,13.5699803556,10.044159575
Cog2,25.1741049606,15.2010380034,25.1741049606,15.2010380034,18.9738108131,18.0421493606,24.9057578302,14.5482966162,20.2589017781,15.637678527,21.7818690349,24.1302916161,21.7325703654,15.6206081219,21.5058645798,18.6502366092,17.1617636707,16.223617261,17.5896050663,18.3155331537,21.7346894523,21.316762128,18.5368097423,12.8424604944,15.0168064291,16.2762202353,22.3335730381,8.7367606024
Sf3b3,66.7721391646,47.5507382167,66.7721391646,47.5507382167,63.4467085806,46.6996774104,67.6560676444,57.4885728945,68.519707437,53.8714932807,57.4925644248,48.1162331227,72.7331128444,51.689682579,46.1414134345,30.91806752,57.111615814,54.4725520663,36.8898454158,34.092371422,61.2481471851,44.1297823822,33.6487460851,27.2500120516,46.9381353667,34.5929183631,29.2993465707,23.4282850418
Fam49b,93.8154398567,100.5484447012,93.8154398567,100.5484447012,119.7583706447,119.1399384814,92.6691528635,95.2896459171,86.614841232,100.3921958222,92.5028658426,80.9101384353,107.672847341,101.822887742,56.1794667067,38.3554507473,105.8325696712,75.5898094502,69.1966424916,58.3266619514,103.9255094812,86.9998901299,74.2901773874,62.6551512933,100.8883693889,74.7154661127,83.1731218789,67.0726825996
Ddx27,46.5845811919,88.2250446041,46.5845811919,88.2250446041,45.8123941004,49.0691403943,76.1411913439,124.6863734591,53.6213722879,76.9298939505,44.4221210151,65.2511790621,76.8611775663,48.2691848393,33.4740315591,64.9931206352,51.7254581989,77.7113305669,22.1423669047,31.5676870709,49.7979661613,51.4214789657,15.1404185932,33.8134075183,52.0072658801,47.884394061,16.3271795502,31.9692414024
Mrpl37,55.8810800423,57.8883934387,55.8810800423,57.8883934387,62.0653129642,58.236353268,56.4214881379,56.1359026171,79.3533610767,54.1799207657,56.7482688045,36.1657403779,80.0584042666,56.0624649157,52.2581513448,35.4928070994,59.1533174649,73.2327059417,37.8915207327,24.6490695154,66.91387456,51.0848910568,31.2340552039,48.0019597371,63.0187246124,39.7532502575,33.9341861778,23.9433924315
Tor1aip1;Lap1B,91.327135008,140.7102597428,91.327135008,140.7102597428,91.1800491912,112.1048870534,96.6939548832,153.9100337359,97.8756230658,135.1307626844,184.322040304,191.1501790015,105.2022941049,110.7727950107,328.4057441419,490.4459242282,95.8527211902,153.3431595034,346.1241002576,446.9448977955,76.7091883923,91.0748887245,233.5786993455,420.8872129401,93.2119328041,114.9454349385,171.5926248384,217.6415647386
Chmp1a,124.5434202062,76.7380233426,124.5434202062,76.7380233426,112.8729847923,107.9563031772,84.3027216598,67.9304136458,130.9276179379,93.9922401155,92.213868185,61.0329626888,114.8380332412,113.6827133526,75.3046443133,49.4379025539,117.9259093855,84.6643765289,105.1564629042,76.3360944834,114.0766756504,95.1045522648,127.0194683227,79.7911973578,105.6647687928,85.6561566977,147.1803065502,79.8188746048
Cryzl1,33.0854203937,24.0898441216,33.0854203937,24.0898441216,26.5253542369,29.8301491134,24.8176608629,28.2130381845,19.0237911731,16.1916588666,17.446232923,22.0036985587,25.8110976991,24.2918747034,14.1890228475,16.6260202087,21.1469595866,21.903158559,15.8679551192,21.3357818205,22.6010100131,26.8456081092,21.393465346,20.4790388202,25.6974615884,32.3913383674,30.0433741035,34.661429739
Mobkl1a;AK046278;Mobkl1b,158.0433129286,77.6359402378,158.0433129286,77.6359402378,90.537797964,85.9709124002,158.0353232877,143.9267869955,114.9906181526,77.2096578789,194.8896121521,113.273855481,152.0407476144,85.4765227277,182.0260965351,120.2174047361,107.7027198938,78.0963275968,186.8173979795,130.4636381078,128.7883620966,73.4702932724,184.0096283449,103.7383510282,81.6382900483,72.7116904549,168.1388872669,64.9443731858
Macrod1,11.5273377845,4.4439083503,11.5273377845,4.4439083503,11.7583304069,10.5449966275,8.7681278493,11.6551838743,8.7324813807,7.4425536915,7.4156281856,4.9102319734,8.7350769951,9.9424510606,5.3464271418,9.4319283918,9.9467131838,10.7756875056,4.1036598122,4.6422468006,7.9899393938,7.710368137,5.0005078774,4.615103144,5.117015213,11.7003769298,2.7610581518,2.4518756056
Dars,66.9892879614,36.8283884804,66.9892879614,36.8283884804,57.044693311,77.0997529016,53.2647541156,64.8702245541,51.3076407975,53.0138083392,54.4916660345,39.576348562,69.5017136932,63.0516920174,24.543062999,13.7346201872,46.8402835928,32.8748402124,29.3648445712,23.657497246,46.9151648764,59.2427293563,29.0492426104,16.9004632935,50.0311245003,38.5106274547,43.7495621202,28.5672336176
Mthfd1,31.5813811294,17.8410478076,31.5813811294,17.8410478076,28.1274046054,24.2504071534,27.3636994889,16.2072061881,29.5475933401,23.7149529982,21.3282323133,15.2838340605,24.685669561,21.9107668446,8.8449428289,6.1250851514,27.0536529777,12.5574325588,3.5103740285,2.705474546,27.3322915213,20.9991145256,2.879147975,1.7889004493,21.0281241283,16.2775646015,3.1314747976,1.4262238497
Tubb6,130.1580508987,73.2133412142,130.1580508987,73.2133412142,105.7483131356,99.5689858657,133.6344235749,93.2653380257,116.30747419,80.3275763879,132.695119275,117.8507127768,117.0524208639,68.3405117653,115.3820847068,86.2143431554,115.9551834898,69.5070489226,117.8083441713,100.3822777514,96.5052468788,43.6631842748,146.8930243225,98.8215719635,81.1677822084,55.9684643069,167.4610716041,106.8373232283
Pdk3,64.7724909057,32.7935714912,64.7724909057,32.7935714912,64.9604598188,32.2411856648,46.7901222467,19.6817726776,47.6317903285,24.1932153576,42.5975147466,38.3384550045,39.8828047971,35.4578783162,49.3734511201,24.727971782,48.2382853897,18.7415856325,62.6718046016,40.3750921423,57.7683798043,22.4256930118,69.6888912647,36.4385808393,39.3558015866,39.4536732722,65.3885113458,37.9534441641
Gmppa,68.9794493905,50.4961349728,68.9794493905,50.4961349728,59.1965524584,57.726155532,59.9426710395,48.7615866177,49.0646356212,48.6348481194,44.0282205576,49.0101036783,58.6355891539,52.6132409368,39.5306699721,34.6926127067,55.3369026182,58.2326685713,35.7584322876,27.9833318016,61.6252659937,56.1444538867,37.8830999436,40.2645535391,66.6355812835,66.8248585712,42.3537413795,47.8819875361
Clip1;AK140543,30.4717048765,55.0452708627,30.4717048765,55.0452708627,29.8653894322,41.6674142983,46.1607021784,124.1919256681,35.1304617714,47.6845534843,31.7886854308,64.4850714613,48.2000165653,27.3070349082,31.6228326748,42.8776791141,30.4207729274,56.6815028006,25.1082677619,43.3159900539,31.1737213163,43.4700454679,21.9525274965,54.70448973,35.9251278929,52.6658940562,25.4177491454,41.7456121956
Far1,123.2602392673,102.8548833332,123.2602392673,102.8548833332,89.5285908084,103.2714685765,86.3564369464,111.2682347117,76.1375195885,95.946610328,89.2499500751,85.2175108255,87.0702684774,95.9489223435,46.8351076715,40.9598979954,79.1038650472,111.7820963347,45.9539538113,42.2810626799,76.1177624536,85.3749202464,38.8518640088,53.1551281359,66.2830190401,77.5993958448,38.5850181183,40.1973405091
Mosc2,98.1207324939,130.1160529837,98.1207324939,130.1160529837,113.7057989293,103.0400384086,107.894904794,55.8823849338,124.1514445499,142.5189943755,81.507236723,94.1621013057,104.2066913275,121.4400728593,95.3594763475,96.0792862459,119.4901194855,138.4388984663,130.6826314302,130.1987492677,129.6057877027,121.1746045409,103.3917455636,135.6886856081,118.335706723,125.0203792126,99.8307225776,95.2586433796
Pycr2,76.1773311842,131.7101832362,76.1773311842,131.7101832362,96.6577226871,76.7496469938,89.047647729,77.1569628578,115.5148576605,137.5293773744,44.2055800134,62.4007432769,124.368114056,96.1708650736,32.9155205731,24.6096903979,117.6628511616,130.4503670259,26.0696173008,21.1912658045,101.8017401234,106.4853725309,21.5932391457,48.5081268107,85.9573278056,105.2469462988,23.7405759058,36.9602469488
Lrrc59,167.9456342104,64.3828524703,167.9456342104,64.3828524703,91.820602462,83.6630530989,120.3677334336,100.192801378,101.3762784963,60.3147205258,167.0379474711,125.8887093529,121.1955963933,103.013949012,164.5700549343,108.7692762616,102.8556151435,56.6950152053,139.6746999252,105.3020129895,117.0328563555,70.0967409544,152.8126950414,48.311433971,90.2931628137,65.1142335763,116.870547281,63.063003226
Smek2,42.0466108004,78.0013742788,42.0466108004,78.0013742788,41.6815815721,55.1681204429,36.1598727392,43.9962586299,34.9604857292,67.1771470301,32.0629549314,49.8216778299,43.4180462025,59.2640355065,34.4401618163,50.3389086642,39.573415778,67.7584072771,31.8035889597,47.3119362843,43.7483391826,66.5384756192,30.2089252739,70.4345179753,43.0562382224,74.9585956941,34.5463953054,54.8684186747
Prpf3;AK084028,30.4100953783,30.3084485455,30.4100953783,30.3084485455,20.562053597,21.3471334958,24.0013713753,44.9327783516,24.941190818,30.0595910689,16.2143518512,13.1190692829,28.713967013,27.4411579525,13.519748165,7.9162190107,25.4352941671,23.4991381848,16.4178182322,15.920507001,26.1754079011,26.9255124651,13.8941314076,12.5233113698,23.5142703537,30.4909670881,19.6825783719,20.2183002534
Ubxn1;AK172428,261.8865307564,295.4617391932,261.8865307564,295.4617391932,329.6557533693,274.9031601849,244.793185986,289.6120400785,306.5698883286,252.9855991097,210.7477513866,202.6129325618,301.0384023225,239.5783899671,228.4292746759,248.3276264574,304.3834138919,319.279674489,244.028649905,232.7370370766,295.0965755739,308.4919530566,223.0670665136,265.8787677105,324.995470127,270.8168868963,282.3515535256,313.9287758761
Blvrb,516.9430060248,311.0498551175,516.9430060248,311.0498551175,370.0316314354,396.3962853493,309.2686806608,259.9666592514,393.1607376702,302.7156796438,360.6809676112,365.2095648469,375.1119845278,423.8258053296,402.1451736208,362.9677964129,437.444348144,206.6442576438,439.3340448507,371.5906519268,452.6216775575,413.5828103972,621.7270607241,308.1403102284,486.1886255679,435.8710927986,665.0540721739,482.7126939575
Sf3b5,376.9233164664,449.7285479492,376.9233164664,449.7285479492,497.0895100558,404.6284856217,407.1256871038,184.7184491035,530.7633541427,481.1520663415,284.2867126439,276.8559618576,419.1160939918,393.8017166704,290.296013251,304.1254350672,482.1786161853,520.8070678852,257.6162451253,247.8662806979,503.5052538185,509.4070764329,206.2124684128,267.5666182614,485.3242818357,437.5463287764,180.4402733485,214.7314010369
Wbp11,87.8386961882,160.678494977,87.8386961882,160.678494977,85.5496237009,122.3175296918,93.7083354419,212.641103542,92.2834218604,141.6084158324,65.2357465648,97.8939222451,107.7220343748,103.0105660378,60.0043039959,84.9154147741,78.6305085551,146.5332423973,50.7082494176,79.5241178857,93.311464657,113.1906220397,52.7412644896,85.829185404,90.6793918698,126.7730628386,56.1027501496,94.0520179801
Clns1a,104.8903146637,89.8290768581,104.8903146637,89.8290768581,112.6738836662,89.5948535326,74.3315924165,47.8205085569,90.057952559,77.53969391,58.2891468891,58.9945819506,103.1103352793,95.3352064751,44.6554467528,29.60983604,98.4936892355,65.1067206954,40.6404805787,24.4796652432,113.3635669098,67.7555887003,44.1607075598,34.4607234098,91.0502759908,76.2553984993,43.4879560659,24.7718787887
Ear6;Ear7,19.5659925961,8.7155557069,19.5659925961,8.7155557069,29.5614871686,28.6803633421,24.7793108935,18.5812890348,19.0445246122,13.5805824551,17.676735929,17.8566980094,31.7936186348,23.3566335818,20.9184783315,9.8084991141,29.3892448305,12.2833978409,12.1697804459,14.1510779271,35.335742474,14.0562322971,10.568819813,4.2170773855,15.9068786359,17.7805805946,6.380055075,4.4781825741
MRP-S2;Mrps2,46.596862292,16.4242131323,46.596862292,16.4242131323,33.9571811163,31.0934559101,20.1073954026,20.8053460652,23.5702336673,25.1863754137,12.2733847037,14.173066606,30.4925907284,24.970968869,12.1439361094,7.2048092347,33.6186576803,20.8093247832,13.4360390128,8.2139573468,35.6716563212,28.2165532306,14.3129560164,5.9982896447,29.1608369083,24.6893888024,12.7953340793,6.4691810481
